,id,width,height,label,area_square_root,area_square_root_normalized,score,bbox_xmin,bbox_xmax,bbox_ymin,bbox_ymax,area,bbox_xmin_normalized,bbox_xmax_normalized,bbox_ymin_normalized,bbox_ymax_normalized,area_normalized,bbox_ratio,bbox_ratio_normalized,record_index,bbox_width,bbox_height,bbox_width_normalized,bbox_height_normalized,filepath,filename,creation_date,modification_date,num_annotations,is_prediction,loss_cls,loss_bbox,loss_bbox_rf,loss_total,text,label_num
0,102,499,666,milk_bottle,2607804166.434252,0.02361160043294506,0.9590842127799988,138.44622421264648,341.5652594566345,252.48674297332764,503.8992404937744,51066.66394463468,0.277447343111516,0.6844995179491674,0.3791092236836751,0.7566054662068685,0.15366066651210733,0.8079114493004425,1.0782946397476847,0,203.11903524398804,251.41249752044678,0.4070521748376514,0.37749624252319336,/home/frederik/.icevision/data/fridge/odFridgeObjects/images/102.jpg,102.jpg,2021-05-27 13:06:56.807067,2021-05-27 13:06:56.807067,1,True,2.6430139541625977,0.0644860565662384,0.051669828593730927,2.759169839322567,"loss_cls: 2.64301
loss_bbox: 0.06449
loss_bbox_rf: 0.05167
loss_total: 2.75917
IMG: 102.jpg",3
1,102,499,666,water_bottle,2565493552.596174,0.023228511349464027,999.0,138.8892785571142,339.08967935871743,252.99999999999997,505.99999999999994,50650.70140280561,0.2783352275693671,0.679538435588612,0.3798798798798798,0.7597597597597596,0.1524090264697732,0.7913059320221472,,0,200.20040080160322,252.99999999999997,0.4012032080192449,0.3798798798798798,/home/frederik/.icevision/data/fridge/odFridgeObjects/images/102.jpg,102.jpg,2021-05-27 13:06:56.807067,2021-05-27 13:06:56.807067,1,False,2.6430139541625977,0.0644860565662384,0.051669828593730927,2.759169839322567,"loss_cls: 2.64301
loss_bbox: 0.06449
loss_bbox_rf: 0.05167
loss_total: 2.75917
IMG: 102.jpg",4
2,91,499,666,milk_bottle,471647697.4812394,0.00427039619055166,0.9608150124549866,302.5443625450134,413.7538552284241,199.90744042396545,395.1915922164917,21717.451449957,0.6063013277455179,0.829166042541932,0.30016132195790607,0.5933807690938314,0.06534826845871021,0.5694752577851879,0.7600611657012729,1,111.20949268341064,195.28415179252625,0.22286471479641412,0.2932194471359253,/home/frederik/.icevision/data/fridge/odFridgeObjects/images/91.jpg,91.jpg,2021-05-27 13:06:56.855067,2021-05-27 13:06:56.855067,4,True,0.7346194386482239,0.10466383397579193,0.12639451026916504,0.9656777828931808,"loss_cls: 0.73462
loss_bbox: 0.10466
loss_bbox_rf: 0.12639
loss_total: 0.96568
IMG: 91.jpg",3
3,91,499,666,carton,4215314889.868004,0.03816633632221652,0.8411284685134888,62.67340075969695,452.8586974143982,385.91516304016113,552.3116340637207,64925.45640862299,0.12559799751442274,0.907532459748293,0.5794521967569987,0.8292967478434244,0.19536206469582706,2.3449132920580755,3.1296838727668903,1,390.18529665470123,166.39647102355957,0.7819344622338702,0.24984455108642578,/home/frederik/.icevision/data/fridge/odFridgeObjects/images/91.jpg,91.jpg,2021-05-27 13:06:56.855067,2021-05-27 13:06:56.855067,4,True,0.7346194386482239,0.10466383397579193,0.12639451026916504,0.9656777828931808,"loss_cls: 0.73462
loss_bbox: 0.10466
loss_bbox_rf: 0.12639
loss_total: 0.96568
IMG: 91.jpg",2
4,91,499,666,can,143414215.16476375,0.001298502084036833,0.9652641415596008,212.2867317199707,313.1499693393707,276.94411396980286,395.6748597621918,11975.567425586303,0.42542431206406955,0.6275550487762941,0.41583200295766193,0.594106396039327,0.03603473441052165,0.8495123731115798,1.1338181172190624,1,100.86323761940002,118.73074579238892,0.2021307367122245,0.17827439308166504,/home/frederik/.icevision/data/fridge/odFridgeObjects/images/91.jpg,91.jpg,2021-05-27 13:06:56.855067,2021-05-27 13:06:56.855067,4,True,0.7346194386482239,0.10466383397579193,0.12639451026916504,0.9656777828931808,"loss_cls: 0.73462
loss_bbox: 0.10466
loss_bbox_rf: 0.12639
loss_total: 0.96568
IMG: 91.jpg",1
5,91,499,666,water_bottle,613745260.174955,0.005556977029712983,0.9492406845092773,113.206246137619,221.17897629737854,169.50844037532806,398.9541771411896,24773.88262212758,0.22686622472468737,0.4432444414777125,0.25451717774073285,0.5990302960077921,0.07454513417865034,0.4705806770772149,0.6280696010689882,1,107.97273015975954,229.4457367658615,0.21637821675302513,0.3445131182670593,/home/frederik/.icevision/data/fridge/odFridgeObjects/images/91.jpg,91.jpg,2021-05-27 13:06:56.855067,2021-05-27 13:06:56.855067,4,True,0.7346194386482239,0.10466383397579193,0.12639451026916504,0.9656777828931808,"loss_cls: 0.73462
loss_bbox: 0.10466
loss_bbox_rf: 0.12639
loss_total: 0.96568
IMG: 91.jpg",4
6,91,499,666,carton,4740587003.589433,0.0429222591125069,999.0,42.793086172344665,450.2009018036072,384.0,553.0,68851.92084168337,0.0857576877201296,0.9022062160392931,0.5765765765765766,0.8303303303303303,0.20717687880771565,2.4106971339127963,,1,407.40781563126257,169.0,0.8164485283191635,0.25375375375375375,/home/frederik/.icevision/data/fridge/odFridgeObjects/images/91.jpg,91.jpg,2021-05-27 13:06:56.855067,2021-05-27 13:06:56.855067,4,False,0.7346194386482239,0.10466383397579193,0.12639451026916504,0.9656777828931808,"loss_cls: 0.73462
loss_bbox: 0.10466
loss_bbox_rf: 0.12639
loss_total: 0.96568
IMG: 91.jpg",2
7,91,499,666,water_bottle,641779063.9062341,0.005810800909910106,999.0,112.86322645290579,223.9744488977956,169.0,397.00000000000006,25333.358717434887,0.2261788105268653,0.4488465909775463,0.25375375375375375,0.5960960960960962,0.07622860952365658,0.4873299230039026,,1,111.11122244488982,228.00000000000006,0.222667780450681,0.34234234234234245,/home/frederik/.icevision/data/fridge/odFridgeObjects/images/91.jpg,91.jpg,2021-05-27 13:06:56.855067,2021-05-27 13:06:56.855067,4,False,0.7346194386482239,0.10466383397579193,0.12639451026916504,0.9656777828931808,"loss_cls: 0.73462
loss_bbox: 0.10466
loss_bbox_rf: 0.12639
loss_total: 0.96568
IMG: 91.jpg",4
8,91,499,666,can,150903942.78937024,0.0013663156331905665,999.0,210.96142284569137,315.065631262525,275.0,393.0,12284.29659318637,0.42276838245629533,0.6313940506263026,0.41291291291291293,0.5900900900900901,0.03696370697306436,0.8822390543799461,,1,104.10420841683364,118.0,0.2086256681700073,0.17717717717717718,/home/frederik/.icevision/data/fridge/odFridgeObjects/images/91.jpg,91.jpg,2021-05-27 13:06:56.855067,2021-05-27 13:06:56.855067,4,False,0.7346194386482239,0.10466383397579193,0.12639451026916504,0.9656777828931808,"loss_cls: 0.73462
loss_bbox: 0.10466
loss_bbox_rf: 0.12639
loss_total: 0.96568
IMG: 91.jpg",1
9,91,499,666,milk_bottle,376803648.09946954,0.0034116584730999305,999.0,309.0596192384769,410.16082164328657,200.0,391.99999999999994,19411.43086172345,0.6193579543857253,0.821965574435444,0.3003003003003003,0.5885885885885885,0.05840940397829728,0.5265687625250505,,1,101.10120240480967,191.99999999999994,0.20260762004971877,0.28828828828828823,/home/frederik/.icevision/data/fridge/odFridgeObjects/images/91.jpg,91.jpg,2021-05-27 13:06:56.855067,2021-05-27 13:06:56.855067,4,False,0.7346194386482239,0.10466383397579193,0.12639451026916504,0.9656777828931808,"loss_cls: 0.73462
loss_bbox: 0.10466
loss_bbox_rf: 0.12639
loss_total: 0.96568
IMG: 91.jpg",3
